Sample 1
3/1/2023 3:44 PM
Wavelength (nm)	10mm Absorbance
392.0	0.644
392.5	0.636
393.0	0.647
393.5	0.677
394.0	0.704
394.5	0.709
395.0	0.691
395.5	0.668
396.0	0.671
396.5	0.654
397.0	0.614
397.5	0.606
398.0	0.608
398.5	0.644
399.0	0.665
399.5	0.686
400.0	0.668
400.5	0.652
401.0	0.641
401.5	0.617
402.0	0.559
402.5	0.530
403.0	0.515
403.5	0.526
404.0	0.523
404.5	0.517
405.0	0.506
405.5	0.526
406.0	0.537
406.5	0.533
407.0	0.539
407.5	0.564
408.0	0.613
408.5	0.655
409.0	0.678
409.5	0.685
410.0	0.694
410.5	0.689
411.0	0.665
411.5	0.626
412.0	0.591
412.5	0.574
413.0	0.634
413.5	0.670
414.0	0.673
414.5	0.655
415.0	0.634
415.5	0.618
416.0	0.580
416.5	0.531
417.0	0.489
417.5	0.489
418.0	0.513
418.5	0.502
419.0	0.474
419.5	0.459
420.0	0.465
420.5	0.478
421.0	0.466
421.5	0.450
422.0	0.437
422.5	0.429
423.0	0.391
423.5	0.405
424.0	0.425
424.5	0.448
425.0	0.463
425.5	0.477
426.0	0.473
426.5	0.497
427.0	0.511
427.5	0.512
428.0	0.512
428.5	0.557
429.0	0.568
429.5	0.569
430.0	0.563
430.5	0.565
431.0	0.563
431.5	0.589
432.0	0.587
432.5	0.549
433.0	0.528
433.5	0.519
434.0	0.499
434.5	0.484
435.0	0.498
435.5	0.520
436.0	0.531
436.5	0.548
437.0	0.552
437.5	0.538
438.0	0.525
438.5	0.511
439.0	0.508
439.5	0.509
440.0	0.512
440.5	0.512
441.0	0.511
441.5	0.500
442.0	0.502
442.5	0.494
443.0	0.482
443.5	0.479
444.0	0.509
444.5	0.506
445.0	0.476
445.5	0.461
446.0	0.437
446.5	0.421
447.0	0.395
447.5	0.375
448.0	0.383
448.5	0.412
449.0	0.463
449.5	0.461
450.0	0.460
450.5	0.472
451.0	0.477
451.5	0.503
452.0	0.508
452.5	0.520
453.0	0.547
453.5	0.563
454.0	0.579
454.5	0.569
455.0	0.534
455.5	0.506
456.0	0.508
456.5	0.521
457.0	0.520
457.5	0.522
458.0	0.515
458.5	0.498
459.0	0.479
459.5	0.475
460.0	0.453
460.5	0.434
461.0	0.451
461.5	0.470
462.0	0.502
462.5	0.524
463.0	0.523
463.5	0.506
464.0	0.495
464.5	0.499
465.0	0.506
465.5	0.533
466.0	0.553
466.5	0.584
467.0	0.626
467.5	0.617
468.0	0.607
468.5	0.557
469.0	0.515
469.5	0.458
470.0	0.448
470.5	0.473
471.0	0.506
471.5	0.546
472.0	0.578
472.5	0.587
473.0	0.615
473.5	0.597
474.0	0.590
474.5	0.564
475.0	0.561
475.5	0.571
476.0	0.598
476.5	0.599
477.0	0.599
477.5	0.588
478.0	0.584
478.5	0.577
479.0	0.597
479.5	0.602
480.0	0.628
480.5	0.662
481.0	0.667
481.5	0.651
482.0	0.628
482.5	0.580
483.0	0.531
483.5	0.486
484.0	0.447
484.5	0.413
485.0	0.392
485.5	0.392
486.0	0.377
486.5	0.368
487.0	0.369
487.5	0.380
488.0	0.401
488.5	0.421
489.0	0.431
489.5	0.449
490.0	0.436
490.5	0.437
491.0	0.459
491.5	0.456
492.0	0.458
492.5	0.494
493.0	0.529
493.5	0.550
494.0	0.568
494.5	0.587
495.0	0.572
495.5	0.568
496.0	0.582
496.5	0.581
497.0	0.576
497.5	0.583
498.0	0.603
498.5	0.577
499.0	0.595
499.5	0.585
500.0	0.541
500.5	0.534
501.0	0.559
501.5	0.571
502.0	0.564
502.5	0.552
503.0	0.574
503.5	0.565
504.0	0.577
504.5	0.557
505.0	0.526
505.5	0.522
506.0	0.547
506.5	0.538
507.0	0.518
507.5	0.503
508.0	0.530
508.5	0.535
509.0	0.529
509.5	0.517
510.0	0.522
510.5	0.510
511.0	0.506
511.5	0.501
512.0	0.520
512.5	0.524
513.0	0.542
513.5	0.566
514.0	0.583
514.5	0.616
515.0	0.644
515.5	0.633
516.0	0.628
516.5	0.639
517.0	0.646
517.5	0.595
518.0	0.551
518.5	0.521
519.0	0.492
519.5	0.518
520.0	0.521
520.5	0.522
521.0	0.552
521.5	0.609
522.0	0.662
522.5	0.674
523.0	0.685
523.5	0.674
524.0	0.656
524.5	0.631
525.0	0.583
525.5	0.570
526.0	0.574
526.5	0.596
527.0	0.603
527.5	0.595
528.0	0.568
528.5	0.517
529.0	0.457
529.5	0.397
530.0	0.370
530.5	0.417
531.0	0.441
531.5	0.463
532.0	0.474
532.5	0.475
533.0	0.472
533.5	0.450
534.0	0.423
534.5	0.424
535.0	0.435
535.5	0.467
536.0	0.499
536.5	0.501
537.0	0.496
537.5	0.511
538.0	0.549
538.5	0.584
539.0	0.604
539.5	0.601
540.0	0.570
540.5	0.556
541.0	0.539
541.5	0.467
542.0	0.423
542.5	0.409
543.0	0.430
543.5	0.463
544.0	0.496
544.5	0.501
545.0	0.509
545.5	0.546
546.0	0.580
546.5	0.595
547.0	0.594
547.5	0.575
548.0	0.585
548.5	0.595
549.0	0.580
549.5	0.567
550.0	0.590
550.5	0.641
551.0	0.627
551.5	0.583
552.0	0.530
552.5	0.492
553.0	0.495
553.5	0.505
554.0	0.499
554.5	0.520
555.0	0.584
555.5	0.605
556.0	0.567
556.5	0.528
557.0	0.571
557.5	0.584
558.0	0.627
558.5	0.634
559.0	0.593
559.5	0.567
560.0	0.540
560.5	0.469
561.0	0.438
561.5	0.452
562.0	0.519
562.5	0.535
563.0	0.598
563.5	0.600
564.0	0.582
564.5	0.578
565.0	0.564
565.5	0.548
566.0	0.582
566.5	0.579
567.0	0.548
567.5	0.547
568.0	0.551
568.5	0.543
569.0	0.534
569.5	0.535
570.0	0.547
570.5	0.560
571.0	0.536
571.5	0.493
572.0	0.465
572.5	0.501
573.0	0.513
573.5	0.538
574.0	0.566
574.5	0.622
575.0	0.668
575.5	0.665
576.0	0.604
576.5	0.566
577.0	0.544
577.5	0.530
578.0	0.514
578.5	0.489
579.0	0.504
579.5	0.543
580.0	0.600
580.5	0.616
581.0	0.618
581.5	0.615
582.0	0.631
582.5	0.639
583.0	0.634
583.5	0.614
584.0	0.620
584.5	0.621
585.0	0.656
585.5	0.671
586.0	0.671
586.5	0.665
587.0	0.681
587.5	0.658
588.0	0.642
588.5	0.657
589.0	0.643
589.5	0.664
590.0	0.712
590.5	0.737
591.0	0.738
591.5	0.718
592.0	0.650
592.5	0.571
593.0	0.516
593.5	0.523
594.0	0.519
594.5	0.528
595.0	0.537
595.5	0.557
596.0	0.544
596.5	0.512
597.0	0.442
597.5	0.399
598.0	0.397
598.5	0.429
599.0	0.455
599.5	0.461
600.0	0.489
600.5	0.537
601.0	0.569
601.5	0.583
602.0	0.600
602.5	0.612
603.0	0.655
603.5	0.650
604.0	0.602
604.5	0.554
605.0	0.502
605.5	0.490
606.0	0.486
606.5	0.494
607.0	0.545
607.5	0.605
608.0	0.654
608.5	0.654
609.0	0.641
609.5	0.601
610.0	0.549
610.5	0.534
611.0	0.486
611.5	0.497
612.0	0.516
612.5	0.545
613.0	0.561
613.5	0.592
614.0	0.586
614.5	0.587
615.0	0.579
615.5	0.601
616.0	0.596
616.5	0.670
617.0	0.696
617.5	0.698
618.0	0.728
618.5	0.736
619.0	0.696
619.5	0.703
620.0	0.673
620.5	0.678
621.0	0.655
621.5	0.663
622.0	0.645
622.5	0.592
623.0	0.586
623.5	0.587
624.0	0.581
624.5	0.608
625.0	0.620
625.5	0.649
626.0	0.584
626.5	0.572
627.0	0.539
627.5	0.506
628.0	0.497
628.5	0.501
629.0	0.500
629.5	0.470
630.0	0.457
630.5	0.472
631.0	0.492
631.5	0.535
632.0	0.517
632.5	0.529
633.0	0.556
633.5	0.608
634.0	0.639
634.5	0.612
635.0	0.607
635.5	0.616
636.0	0.661
636.5	0.622
637.0	0.544
637.5	0.501
638.0	0.539
638.5	0.560
639.0	0.585
639.5	0.567
640.0	0.552
640.5	0.559
641.0	0.557
641.5	0.517
642.0	0.474
642.5	0.484
643.0	0.570
643.5	0.588
644.0	0.673
644.5	0.681
645.0	0.709
645.5	0.677
646.0	0.620
646.5	0.569
647.0	0.560
647.5	0.589
648.0	0.661
648.5	0.703
649.0	0.769
649.5	0.729
650.0	0.701
650.5	0.652
651.0	0.591
651.5	0.584
652.0	0.623
652.5	0.640
653.0	0.667
653.5	0.682
654.0	0.718
654.5	0.708
655.0	0.725
655.5	0.718
656.0	0.676
656.5	0.630
657.0	0.572
657.5	0.510
658.0	0.442
658.5	0.416
659.0	0.476
659.5	0.519
660.0	0.599
660.5	0.677
661.0	0.725
661.5	0.751
662.0	0.797
662.5	0.816
663.0	0.806
663.5	0.792
664.0	0.769
664.5	0.758
665.0	0.742
665.5	0.712
666.0	0.662
666.5	0.640
667.0	0.623
667.5	0.540
668.0	0.513
668.5	0.502
669.0	0.475
669.5	0.500
670.0	0.531
670.5	0.560
671.0	0.613
671.5	0.671
672.0	0.668
672.5	0.677
673.0	0.714
673.5	0.656
674.0	0.583
674.5	0.529
675.0	0.504
675.5	0.496
676.0	0.511
676.5	0.542
677.0	0.562
677.5	0.638
678.0	0.670
678.5	0.581
679.0	0.541
679.5	0.531
680.0	0.549
680.5	0.540
681.0	0.515
681.5	0.510
682.0	0.506
682.5	0.562
683.0	0.569
683.5	0.511
684.0	0.522
684.5	0.589
685.0	0.636
685.5	0.606
686.0	0.610
686.5	0.610
687.0	0.622
687.5	0.644
688.0	0.559
688.5	0.526
689.0	0.532
689.5	0.561
690.0	0.593
690.5	0.601
691.0	0.652
691.5	0.696
692.0	0.700
692.5	0.706
693.0	0.656
693.5	0.682
694.0	0.714
694.5	0.690
695.0	0.683
695.5	0.651
696.0	0.648
696.5	0.626
697.0	0.566
697.5	0.530
698.0	0.469
698.5	0.472
699.0	0.484
699.5	0.445
700.0	0.443
700.5	0.482
701.0	0.543
701.5	0.586
702.0	0.622
702.5	0.624
703.0	0.593
703.5	0.569
704.0	0.534
704.5	0.445
705.0	0.427
705.5	0.463
706.0	0.514
706.5	0.554
707.0	0.623
707.5	0.620
708.0	0.652
708.5	0.662
709.0	0.654
709.5	0.618
710.0	0.579
710.5	0.608
711.0	0.566
711.5	0.523
712.0	0.499
712.5	0.448
713.0	0.467
713.5	0.487
714.0	0.465
714.5	0.456
715.0	0.469
715.5	0.491
716.0	0.484
716.5	0.503
717.0	0.530
717.5	0.549
718.0	0.588
718.5	0.623
719.0	0.636
719.5	0.676
720.0	0.678
720.5	0.627
721.0	0.607
721.5	0.590
722.0	0.585
722.5	0.611
723.0	0.601
723.5	0.608
724.0	0.631
724.5	0.693
725.0	0.657
725.5	0.610
726.0	0.558
726.5	0.513
727.0	0.539
727.5	0.597
728.0	0.584
728.5	0.575
729.0	0.559
729.5	0.583
730.0	0.555
730.5	0.529
731.0	0.476
731.5	0.419
732.0	0.487
732.5	0.522
733.0	0.522
733.5	0.525
734.0	0.554
734.5	0.535
735.0	0.558
735.5	0.560
736.0	0.500
736.5	0.486
737.0	0.498
737.5	0.467
738.0	0.448
738.5	0.430
739.0	0.468
739.5	0.445
740.0	0.490
740.5	0.504
741.0	0.478
741.5	0.485
742.0	0.481
742.5	0.505
743.0	0.517
743.5	0.557
744.0	0.626
744.5	0.708
745.0	0.744
745.5	0.737
746.0	0.670
746.5	0.545
747.0	0.453
747.5	0.435
748.0	0.416
748.5	0.416
749.0	0.459
749.5	0.519
750.0	0.516
750.5	0.521
751.0	0.504
751.5	0.508
752.0	0.520
752.5	0.550
753.0	0.541
753.5	0.502
754.0	0.505
754.5	0.469
755.0	0.449
755.5	0.444
756.0	0.464
756.5	0.485
757.0	0.509
757.5	0.558
758.0	0.611
758.5	0.681
759.0	0.764
759.5	0.774
760.0	0.750
760.5	0.675
761.0	0.595
761.5	0.472
762.0	0.437
762.5	0.427
763.0	0.434
763.5	0.477
764.0	0.506
764.5	0.465
765.0	0.454
765.5	0.466
766.0	0.503
766.5	0.519
767.0	0.522
767.5	0.547
768.0	0.575
768.5	0.540
769.0	0.572
769.5	0.523
770.0	0.502
770.5	0.537
771.0	0.582
771.5	0.561
772.0	0.548
772.5	0.642
773.0	0.735
773.5	0.774
774.0	0.856
774.5	0.820
775.0	0.794
775.5	0.796
776.0	0.702
776.5	0.651
777.0	0.672
777.5	0.727
778.0	0.755
778.5	0.764
779.0	0.705
779.5	0.670
780.0	0.592
780.5	0.559
781.0	0.398
781.5	0.412
782.0	0.388
782.5	0.448
783.0	0.483
783.5	0.546
784.0	0.559
784.5	0.585
785.0	0.624
785.5	0.655
786.0	0.618
786.5	0.583
787.0	0.557
787.5	0.594
788.0	0.564
788.5	0.583
789.0	0.556
789.5	0.510
790.0	0.563
790.5	0.645
791.0	0.651
791.5	0.640
792.0	0.700
792.5	0.711
793.0	0.789
793.5	0.806
794.0	0.765
794.5	0.832
795.0	0.824
795.5	0.875
796.0	0.742
796.5	0.590
797.0	0.476
797.5	0.444
798.0	0.474
798.5	0.448
799.0	0.414
799.5	0.537
800.0	0.542
800.5	0.558
801.0	0.470
801.5	0.380
802.0	0.441
802.5	0.504
803.0	0.617
803.5	0.696
804.0	0.760
804.5	0.921
805.0	0.927
805.5	0.891
806.0	0.843
806.5	0.756
807.0	0.732
807.5	0.732
808.0	0.750
808.5	0.746
809.0	0.739
809.5	0.773
810.0	0.754
810.5	0.741
811.0	0.669
811.5	0.627
812.0	0.593
812.5	0.611
813.0	0.589
813.5	0.536
814.0	0.499
814.5	0.500
815.0	0.515
815.5	0.527
816.0	0.623
816.5	0.676
817.0	0.635
817.5	0.619
818.0	0.592
818.5	0.546
819.0	0.535
819.5	0.500
820.0	0.496
820.5	0.487
821.0	0.517
821.5	0.446
822.0	0.347
822.5	0.285
823.0	0.268
823.5	0.281
824.0	0.308
824.5	0.343
825.0	0.351
825.5	0.383
826.0	0.406
826.5	0.408
827.0	0.371
827.5	0.374
828.0	0.391
828.5	0.459
829.0	0.534
829.5	0.622
830.0	0.624
830.5	0.647
831.0	0.641
831.5	0.653
832.0	0.594
832.5	0.532
833.0	0.468
833.5	0.443
834.0	0.439
834.5	0.507
835.0	0.487
835.5	0.501
836.0	0.516
836.5	0.607
837.0	0.678
837.5	0.665
838.0	0.610
838.5	0.576
839.0	0.509
839.5	0.434
840.0	0.328
840.5	0.275
841.0	0.336
841.5	0.408
842.0	0.517
842.5	0.595
843.0	0.593
843.5	0.664
844.0	0.629
844.5	0.667
845.0	0.737
845.5	0.896
846.0	0.977
846.5	0.873
847.0	0.879
847.5	0.952
848.0	0.800
848.5	0.752
849.0	0.636
849.5	0.617
850.0	0.762


Sample  b4 1
3/1/2023 4:03 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.02000	
//WLCalib: 261S 	-0.34000	
//WLCalib: 362S 	-0.41000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.12000	
//WLCalib: 823S 	-0.33000	
//QSpecEnd: 
190.0	11.615
190.5	11.622
191.0	11.534
191.5	11.382
192.0	11.479
192.5	11.660
193.0	11.796
193.5	11.810
194.0	11.970
194.5	12.105
195.0	12.396
195.5	12.481
196.0	12.605
196.5	12.674
197.0	12.824
197.5	12.860
198.0	12.843
198.5	12.817
199.0	12.718
199.5	12.822
200.0	13.030
200.5	13.011
201.0	13.159
201.5	13.188
202.0	13.203
202.5	13.268
203.0	13.376
203.5	13.337
204.0	13.248
204.5	13.232
205.0	13.311
205.5	13.178
206.0	13.113
206.5	13.003
207.0	12.957
207.5	12.895
208.0	12.742
208.5	12.451
209.0	12.242
209.5	11.988
210.0	11.773
210.5	11.511
211.0	11.275
211.5	11.196
212.0	11.164
212.5	11.009
213.0	10.817
213.5	10.584
214.0	10.388
214.5	10.161
215.0	9.980
215.5	9.734
216.0	9.446
216.5	9.177
217.0	8.916
217.5	8.598
218.0	8.289
218.5	7.992
219.0	7.722
219.5	7.544
220.0	7.401
220.5	7.179
221.0	6.960
221.5	6.709
222.0	6.502
222.5	6.338
223.0	6.188
223.5	5.991
224.0	5.791
224.5	5.605
225.0	5.394
225.5	5.209
226.0	5.053
226.5	4.857
227.0	4.666
227.5	4.518
228.0	4.414
228.5	4.328
229.0	4.230
229.5	4.149
230.0	4.067
230.5	3.985
231.0	3.936
231.5	3.839
232.0	3.742
232.5	3.661
233.0	3.613
233.5	3.585
234.0	3.537
234.5	3.500
235.0	3.420
235.5	3.375
236.0	3.357
236.5	3.325
237.0	3.286
237.5	3.264
238.0	3.271
238.5	3.242
239.0	3.221
239.5	3.177
240.0	3.125
240.5	3.106
241.0	3.092
241.5	3.078
242.0	3.116
242.5	3.139
243.0	3.160
243.5	3.131
244.0	3.107
244.5	3.072
245.0	3.032
245.5	3.021
246.0	3.013
246.5	3.040
247.0	3.082
247.5	3.104
248.0	3.120
248.5	3.117
249.0	3.108
249.5	3.100
250.0	3.096
250.5	3.110
251.0	3.113
251.5	3.138
252.0	3.153
252.5	3.151
253.0	3.136
253.5	3.171
254.0	3.163
254.5	3.158
255.0	3.200
255.5	3.218
256.0	3.227
256.5	3.249
257.0	3.285
257.5	3.276
258.0	3.281
258.5	3.315
259.0	3.295
259.5	3.282
260.0	3.303
260.5	3.294
261.0	3.297
261.5	3.328
262.0	3.388
262.5	3.389
263.0	3.407
263.5	3.408
264.0	3.426
264.5	3.430
265.0	3.424
265.5	3.406
266.0	3.412
266.5	3.420
267.0	3.396
267.5	3.366
268.0	3.374
268.5	3.349
269.0	3.368
269.5	3.382
270.0	3.369
270.5	3.347
271.0	3.346
271.5	3.338
272.0	3.268
272.5	3.223
273.0	3.178
273.5	3.151
274.0	3.141
274.5	3.138
275.0	3.128
275.5	3.131
276.0	3.148
276.5	3.162
277.0	3.109
277.5	3.077
278.0	3.090
278.5	3.133
279.0	3.127
279.5	3.117
280.0	3.107
280.5	3.086
281.0	3.068
281.5	3.042
282.0	3.009
282.5	2.985
283.0	2.988
283.5	3.009
284.0	2.999
284.5	2.967
285.0	2.937
285.5	2.924
286.0	2.929
286.5	2.906
287.0	2.882
287.5	2.870
288.0	2.842
288.5	2.775
289.0	2.713
289.5	2.632
290.0	2.635
290.5	2.621
291.0	2.630
291.5	2.620
292.0	2.647
292.5	2.668
293.0	2.658
293.5	2.621
294.0	2.618
294.5	2.608
295.0	2.633
295.5	2.626
296.0	2.630
296.5	2.581
297.0	2.574
297.5	2.531
298.0	2.496
298.5	2.454
299.0	2.444
299.5	2.412
300.0	2.396
300.5	2.417
301.0	2.429
301.5	2.440
302.0	2.449
302.5	2.424
303.0	2.379
303.5	2.355
304.0	2.347
304.5	2.301
305.0	2.278
305.5	2.272
306.0	2.254
306.5	2.251
307.0	2.239
307.5	2.213
308.0	2.193
308.5	2.241
309.0	2.265
309.5	2.229
310.0	2.210
310.5	2.206
311.0	2.149
311.5	2.124
312.0	2.071
312.5	2.038
313.0	2.057
313.5	2.095
314.0	2.084
314.5	2.069
315.0	2.089
315.5	2.118
316.0	2.075
316.5	2.078
317.0	2.034
317.5	2.026
318.0	2.034
318.5	2.017
319.0	2.012
319.5	2.001
320.0	1.995
320.5	1.993
321.0	1.948
321.5	1.982
322.0	1.953
322.5	1.934
323.0	1.915
323.5	1.852
324.0	1.861
324.5	1.825
325.0	1.840
325.5	1.854
326.0	1.805
326.5	1.799
327.0	1.771
327.5	1.766
328.0	1.771
328.5	1.722
329.0	1.731
329.5	1.719
330.0	1.730
330.5	1.763
331.0	1.714
331.5	1.675
332.0	1.684
332.5	1.717
333.0	1.723
333.5	1.689
334.0	1.669
334.5	1.638
335.0	1.590
335.5	1.629
336.0	1.583
336.5	1.573
337.0	1.613
337.5	1.615
338.0	1.585
338.5	1.565
339.0	1.594
339.5	1.557
340.0	1.549
340.5	1.589
341.0	1.596
341.5	1.641
342.0	1.670
342.5	1.679
343.0	1.646
343.5	1.624
344.0	1.610
344.5	1.527
345.0	1.505
345.5	1.477
346.0	1.460
346.5	1.468
347.0	1.472
347.5	1.462
348.0	1.407
348.5	1.382
349.0	1.366
349.5	1.361
350.0	1.382
350.5	1.399
351.0	1.422
351.5	1.473
352.0	1.464
352.5	1.431
353.0	1.368
353.5	1.342
354.0	1.331
354.5	1.330
355.0	1.320
355.5	1.342
356.0	1.367
356.5	1.392
357.0	1.401
357.5	1.390
358.0	1.387
358.5	1.378
359.0	1.348
359.5	1.325
360.0	1.303
360.5	1.314
361.0	1.309
361.5	1.285
362.0	1.280
362.5	1.283
363.0	1.276
363.5	1.247
364.0	1.232
364.5	1.207
365.0	1.209
365.5	1.214
366.0	1.236
366.5	1.230
367.0	1.278
367.5	1.284
368.0	1.237
368.5	1.224
369.0	1.234
369.5	1.197
370.0	1.189
370.5	1.184
371.0	1.215
371.5	1.223
372.0	1.274
372.5	1.245
373.0	1.210
373.5	1.198
374.0	1.192
374.5	1.150
375.0	1.148
375.5	1.121
376.0	1.136
376.5	1.102
377.0	1.099
377.5	1.079
378.0	1.060
378.5	1.082
379.0	1.075
379.5	1.063
380.0	1.084
380.5	1.107
381.0	1.121
381.5	1.072
382.0	1.056
382.5	1.040
383.0	1.039
383.5	1.079
384.0	1.087
384.5	1.082
385.0	1.079
385.5	1.092
386.0	1.084
386.5	1.044
387.0	1.045
387.5	1.044
388.0	1.066
388.5	1.080
389.0	1.113
389.5	1.107
390.0	1.065
390.5	1.056
391.0	1.085
391.5	1.041
392.0	1.021
392.5	0.994
393.0	1.004
393.5	1.025
394.0	1.051
394.5	1.048
395.0	1.049
395.5	1.042
396.0	1.057
396.5	1.008
397.0	0.988
397.5	0.965
398.0	0.973
398.5	0.985
399.0	0.977
399.5	0.978
400.0	0.983
400.5	0.957
401.0	0.954
401.5	0.936
402.0	0.928
402.5	0.896
403.0	0.878
403.5	0.872
404.0	0.855
404.5	0.856
405.0	0.841
405.5	0.837
406.0	0.838
406.5	0.832
407.0	0.858
407.5	0.867
408.0	0.892
408.5	0.910
409.0	0.929
409.5	0.940
410.0	0.935
410.5	0.917
411.0	0.885
411.5	0.840
412.0	0.814
412.5	0.805
413.0	0.834
413.5	0.850
414.0	0.866
414.5	0.863
415.0	0.865
415.5	0.846
416.0	0.811
416.5	0.779
417.0	0.735
417.5	0.750
418.0	0.771
418.5	0.768
419.0	0.776
419.5	0.784
420.0	0.833
420.5	0.856
421.0	0.853
421.5	0.864
422.0	0.842
422.5	0.823
423.0	0.777
423.5	0.762
424.0	0.763
424.5	0.763
425.0	0.768
425.5	0.741
426.0	0.713
426.5	0.732
427.0	0.728
427.5	0.710
428.0	0.719
428.5	0.773
429.0	0.792
429.5	0.798
430.0	0.776
430.5	0.730
431.0	0.720
431.5	0.731
432.0	0.724
432.5	0.705
433.0	0.708
433.5	0.726
434.0	0.729
434.5	0.714
435.0	0.711
435.5	0.695
436.0	0.711
436.5	0.729
437.0	0.731
437.5	0.733
438.0	0.719
438.5	0.716
439.0	0.725
439.5	0.729
440.0	0.747
440.5	0.751
441.0	0.758
441.5	0.753
442.0	0.742
442.5	0.723
443.0	0.685
443.5	0.677
444.0	0.695
444.5	0.696
445.0	0.693
445.5	0.696
446.0	0.693
446.5	0.675
447.0	0.653
447.5	0.620
448.0	0.621
448.5	0.633
449.0	0.655
449.5	0.664
450.0	0.658
450.5	0.664
451.0	0.656
451.5	0.641
452.0	0.638
452.5	0.619
453.0	0.634
453.5	0.637
454.0	0.634
454.5	0.632
455.0	0.596
455.5	0.581
456.0	0.594
456.5	0.606
457.0	0.617
457.5	0.623
458.0	0.648
458.5	0.666
459.0	0.654
459.5	0.662
460.0	0.639
460.5	0.643
461.0	0.665
461.5	0.659
462.0	0.651
462.5	0.654
463.0	0.633
463.5	0.624
464.0	0.598
464.5	0.587
465.0	0.579
465.5	0.622
466.0	0.647
466.5	0.667
467.0	0.705
467.5	0.714
468.0	0.713
468.5	0.680
469.0	0.635
469.5	0.608
470.0	0.599
470.5	0.630
471.0	0.643
471.5	0.663
472.0	0.677
472.5	0.666
473.0	0.658
473.5	0.616
474.0	0.588
474.5	0.561
475.0	0.530
475.5	0.545
476.0	0.579
476.5	0.585
477.0	0.597
477.5	0.592
478.0	0.605
478.5	0.617
479.0	0.640
479.5	0.621
480.0	0.621
480.5	0.636
481.0	0.642
481.5	0.617
482.0	0.605
482.5	0.604
483.0	0.605
483.5	0.606
484.0	0.612
484.5	0.572
485.0	0.543
485.5	0.526
486.0	0.506
486.5	0.495
487.0	0.494
487.5	0.511
488.0	0.522
488.5	0.533
489.0	0.533
489.5	0.528
490.0	0.508
490.5	0.523
491.0	0.542
491.5	0.535
492.0	0.536
492.5	0.560
493.0	0.577
493.5	0.584
494.0	0.570
494.5	0.594
495.0	0.580
495.5	0.583
496.0	0.583
496.5	0.575
497.0	0.567
497.5	0.553
498.0	0.556
498.5	0.535
499.0	0.550
499.5	0.580
500.0	0.557
500.5	0.569
501.0	0.583
501.5	0.584
502.0	0.561
502.5	0.521
503.0	0.530
503.5	0.533
504.0	0.556
504.5	0.554
505.0	0.536
505.5	0.548
506.0	0.540
506.5	0.520
507.0	0.483
507.5	0.449
508.0	0.463
508.5	0.467
509.0	0.459
509.5	0.452
510.0	0.461
510.5	0.466
511.0	0.484
511.5	0.514
512.0	0.536
512.5	0.542
513.0	0.544
513.5	0.539
514.0	0.529
514.5	0.526
515.0	0.535
515.5	0.523
516.0	0.540
516.5	0.560
517.0	0.574
517.5	0.560
518.0	0.520
518.5	0.473
519.0	0.442
519.5	0.446
520.0	0.468
520.5	0.467
521.0	0.497
521.5	0.534
522.0	0.570
522.5	0.590
523.0	0.582
523.5	0.530
524.0	0.507
524.5	0.512
525.0	0.490
525.5	0.490
526.0	0.497
526.5	0.521
527.0	0.536
527.5	0.552
528.0	0.524
528.5	0.482
529.0	0.457
529.5	0.447
530.0	0.396
530.5	0.432
531.0	0.416
531.5	0.442
532.0	0.452
532.5	0.457
533.0	0.433
533.5	0.408
534.0	0.411
534.5	0.407
535.0	0.395
535.5	0.418
536.0	0.413
536.5	0.400
537.0	0.367
537.5	0.376
538.0	0.386
538.5	0.399
539.0	0.446
539.5	0.446
540.0	0.427
540.5	0.430
541.0	0.416
541.5	0.377
542.0	0.349
542.5	0.375
543.0	0.424
543.5	0.462
544.0	0.529
544.5	0.531
545.0	0.525
545.5	0.549
546.0	0.549
546.5	0.537
547.0	0.506
547.5	0.470
548.0	0.458
548.5	0.422
549.0	0.399
549.5	0.385
550.0	0.401
550.5	0.452
551.0	0.432
551.5	0.410
552.0	0.370
552.5	0.322
553.0	0.324
553.5	0.316
554.0	0.288
554.5	0.332
555.0	0.399
555.5	0.431
556.0	0.419
556.5	0.423
557.0	0.436
557.5	0.424
558.0	0.459
558.5	0.441
559.0	0.394
559.5	0.386
560.0	0.383
560.5	0.352
561.0	0.359
561.5	0.368
562.0	0.409
562.5	0.392
563.0	0.429
563.5	0.404
564.0	0.380
564.5	0.378
565.0	0.382
565.5	0.395
566.0	0.445
566.5	0.441
567.0	0.419
567.5	0.380
568.0	0.375
568.5	0.366
569.0	0.365
569.5	0.364
570.0	0.402
570.5	0.443
571.0	0.465
571.5	0.460
572.0	0.422
572.5	0.415
573.0	0.407
573.5	0.391
574.0	0.378
574.5	0.377
575.0	0.401
575.5	0.397
576.0	0.384
